Site,Region,SitePeriod,SiteNum,NameSort,SiteCode,SiteName,FieldSite Region,FieldSite Period,SurveyYearNumber,Supervisor,Map,North,East,Elev,ElevMed,ElevMin,ElevMax,EZcode,EnvironmentalZone,Soil,SoilMed,SoilMin,SoilMax,Erosion,ErosionMed,ErosionMin,ErosionMax,OtherSiteAggreg,SpatialDiff,VisibFactors,ModernUse,ModernSettlement,Rainfall,Area,MoundDomestic,MoundCeremonial,MoundQuestionable,MoundTotal,MoundRecorded,DMoundArea,VagueMounding,Architecture,TerraceConfidence,TerraceExtent,Sherd1,Sherd2,Sherd3,Sherd4,RubbleSite,WallBases,Walls,Rubble,Population,PopMin,PopMax,RevPopMethod,PopMethod,stcode,SiteType,SubPeriod1,SubPeriod2,OccEF,OccMF,OccLF,OccTF,OccCL,OccEC,OccMC,OccLC,OccET,OccLT,OccAZ,OccEA,OccLA,OccTot,Group,Comments,NorthOld,EastOld,NorthGIS,EastGIS,Recnum
CH-CL-1,CH,CL,1,CH-CL-001,501001,,Chalco,Classic,69-1,Mary Parsons,1969 Survey Map (1:25000),2134.35,514.12,2270,2270,0,0,15,"Lower piedmont, Smooth terrain",Medium-deep,,Medium,Deep (100+ cm),Slight,Slight,,,,,,Agricultural,None or Unspecified,685,6.7,0,0,0,0,0,,,FALSE,,,L,LM,,,,,,,140,70,140,,AD,3,Small dispersed village,3,,0,1,1,0,2,1,,1,0,1,0,0,0,3,2,,2134,514,2134350,514120,288
CH-CL-2,CH,CL,2,CH-CL-002,501002,,Chalco,Classic,69-1,Jeffrey Parsons,1969 Survey Map (1:25000),2133.7,513.9,2260,2260,0,0,9,"Lakeshore Plain, Freshwater, near sloping ground",Deep (100+ cm),Deep (100+ cm),,,Very slight,,None,Slight,,,,Agricultural,None or Unspecified,685,2.4,0,0,0,0,0,,,FALSE,,Trace,L,,,,,,,,25,15,25,,AD,6,Large hamlet,2,1,2,1,1,0,1,0,,1,0,0,1,0,1,3,2,,2134,514,2133700,513900,299
CH-CL-3,CH,CL,3,CH-CL-003,501003,,Chalco,Classic,69-1,Jeffrey Parsons,1969 Survey Map (1:25000),2133.22,514.47,2280,2280,0,0,15,"Lower piedmont, Smooth terrain",Medium-deep,,Medium,Deep (100+ cm),Slight,Slight,,,,,,Agricultural,Slight (no difficulty in recognizing site boundaries),690,2.6,0,0,0,0,0,,,FALSE,,,L,LM,,,,,,,30,15,30,,AD,6,Large hamlet,,2,0,0,0,1,0,0,,1,1,1,0,0,0,3,2,,2133,514,2133220,514470,310
CH-CL-4,CH,CL,4,CH-CL-004,501004,,Chalco,Classic,69-1,Jeffrey Parsons,1969 Survey Map (1:25000),2131.3,515.47,2280,2280,0,0,15,"Lower piedmont, Smooth terrain",Deep (100+ cm),Deep (100+ cm),,,Very slight,,None,Slight,,,,Agricultural,None or Unspecified,725,0.9,0,0,0,0,0,,,FALSE,,,L,LM,,,,,,Substantial,10,5,10,,AD,2,Small hamlet or temporary camp,,3,0,0,0,0,0,1,,1,0,0,0,0,0,0,2,,2131,515,2131300,515470,321
CH-CL-5,CH,CL,5,CH-CL-005,501005,,Chalco,Classic,69-1,Jeffrey Parsons,1969 Survey Map (1:25000),2131.43,516.57,2300,2300,0,0,15,"Lower piedmont, Smooth terrain",Medium-deep,,Medium,Deep (100+ cm),Moderate-slight,,Slight,Moderate,,,,Agricultural,None or Unspecified,740,3.4,0,0,0,0,0,,,FALSE,,Trace,L,,,,,,,,30,15,30,,AD,6,Large hamlet,2,3,0,1,1,0,2,0,,1,0,0,2,1,1,3,2,,2131,517,2131430,516570,332
CH-CL-6,CH,CL,6,CH-CL-006,501006,,Chalco,Formative,69-1,Jeffrey Parsons,1969 Survey Map (1:25000),2130.53,517.62,2300,2300,0,0,15,"Lower piedmont, Smooth terrain",Deep (100+ cm),Deep (100+ cm),,,Slight,Slight,,,,,,Agricultural,Moderate (determination of boundaries problematic),760,2.9,0,0,0,0,0,,,FALSE,,Trace,L,,,,,,,,30,15,30,,AD,6,Large hamlet,3,,0,1,1,0,0,1,,1,0,1,0,0,0,3,2,,2131,518,2130530,517620,340
CH-CL-7,CH,CL,7,CH-CL-007,501007,,Chalco,Classic,69-1,Jeffrey Parsons,1969 Survey Map (1:25000),2130.72,520.6,2400,0,2390,2410,15,"Lower piedmont, Smooth terrain",Shallow-medium,,Shallow (1-25 cm),Medium,Moderate-deep,,Moderate,Deep,,,,Grazing and Agriculture,None or Unspecified,900,6.2,0,0,0,0,0,,,FALSE,,,L,LM,,,,,,,100,50,100,,AD,6,Large hamlet,3,,0,0,0,1,0,1,,1,0,0,0,0,0,1,2,,2131,521,2130720,520600,341
CH-CL-8,CH,CL,8,CH-CL-008,501008,,Chalco,Classic,69-1,Jeffrey Parsons,1969 Survey Map (1:25000),2127,519.35,2300,2300,0,0,15,"Lower piedmont, Smooth terrain",Deep (100+ cm),Deep (100+ cm),,,Moderate-slight,,Slight,Moderate,,,,Agricultural,None or Unspecified,860,1.4,0,0,0,0,0,,,FALSE,,,L,LM,,,,,,Substantial,10,5,10,,AD,2,Small hamlet or temporary camp,2,,0,0,0,0,0,0,,1,1,0,0,0,0,1,2,,2127,519,2127000,519350,342
CH-CL-9,CH,CL,9,CH-CL-009,501009,,Chalco,Classic,69-1,Jeffrey Parsons,1969 Survey Map (1:25000),2125,518.55,2305,0,2300,2310,15,"Lower piedmont, Smooth terrain",Deep (100+ cm),Deep (100+ cm),,,Moderate-slight,,Slight,Moderate,,,,Agricultural,None or Unspecified,875,9.5,0,0,0,0,0,,,FALSE,,,L,LM,,,,,,,150,75,150,,AD,3,Small dispersed village,3,3,0,0,1,1,0,1,,1,1,0,2,1,1,4,2,,2125,519,2125000,518550,343
CH-CL-10,CH,CL,10,CH-CL-010,501010,,Chalco,Classic,69-1,Jeffrey Parsons,1969 Survey Map (1:25000),2125.78,517.95,2290,2290,0,0,15,"Lower piedmont, Smooth terrain",Deep (100+ cm),Deep (100+ cm),,,Moderate-slight,,Slight,Moderate,,,,Agricultural,None or Unspecified,825,5.8,0,0,0,0,0,,,FALSE,,Trace,L,,,,,,,,60,30,60,,AD,6,Large hamlet,3,3,0,0,1,1,0,1,,1,0,0,2,1,1,3,2,,2126,518,2125780,517950,289
CH-CL-11,CH,CL,11,CH-CL-011,501011,,Chalco,Classic,69-1,Jeffrey Parsons,1969 Survey Map (1:25000),2124.07,516.02,2330,2330,0,0,15,"Lower piedmont, Smooth terrain",Medium-deep,,Medium,Deep (100+ cm),Moderate,Moderate,,,,,,Agricultural,None or Unspecified,765,1.4,0,0,0,0,0,,,FALSE,,,L,LM,,,,,,,15,10,15,,AD,2,Small hamlet or temporary camp,3,,0,0,0,0,0,1,,1,0,0,0,0,0,0,2,,2124,516,2124070,516020,290
CH-CL-12,CH,CL,12,CH-CL-012,501012,,Chalco,Classic,69-1,Jeffrey Parsons,1969 Survey Map (1:25000),2124.97,516,2310,2310,0,0,15,"Lower piedmont, Smooth terrain",Medium,Medium,,,Moderate,Moderate,,,,,,Agricultural,None or Unspecified,750,2.5,0,1,0,1,1,,,FALSE,,Trace,L,,,,,,,,30,15,30,,AD,6,Large hamlet,2,3,0,0,0,0,0,0,,1,0,0,2,1,1,1,2,,2125,516,2124970,516000,291
CH-CL-13,CH,CL,13,CH-CL-013,501013,,Chalco,Classic,69-1,Jeffrey Parsons,1969 Survey Map (1:25000),2126.32,516.6,2270,2270,0,0,9,"Lakeshore Plain, Freshwater, near sloping ground",Deep (100+ cm),Deep (100+ cm),,,Moderate-slight,,Slight,Moderate,,,,Agricultural,None or Unspecified,780,1.1,0,0,0,0,0,,,FALSE,,,LM,,,,,,,,15,10,15,,AD,2,Small hamlet or temporary camp,3,,0,0,0,1,0,1,,1,0,0,0,0,0,1,2,,2126,517,2126320,516600,292
CH-CL-14,CH,CL,14,CH-CL-014,501014,,Chalco,Classic,69-1,Jeffrey Parsons,1969 Survey Map (1:25000),2127.6,513.93,2270,0,2260,2280,9,"Lakeshore Plain, Freshwater, near sloping ground",Deep (100+ cm),Deep (100+ cm),,,Slight,Slight,,,,,,Agricultural,None or Unspecified,690,33.4,0,0,0,0,0,,,FALSE,,,L,LM,,,,,,,500,250,500,,AD,3,Small dispersed village,3,,0,0,1,1,0,1,,1,0,0,0,0,0,2,2,,2128,514,2127600,513930,293
CH-CL-15,CH,CL,15,CH-CL-015,501015,,Chalco,Classic,69-1,Jeffrey Parsons,1969 Survey Map (1:25000),2126.7,513.05,2250,2250,0,0,9,"Lakeshore Plain, Freshwater, near sloping ground",Deep (100+ cm),Deep (100+ cm),,,Very slight,,None,Slight,,,,Agricultural,None or Unspecified,680,11.3,0,0,0,0,0,,,FALSE,,,LM,,,,,,,,340,170,340,,AD,4,Small nucleated village,3,,0,0,0,0,0,1,,1,0,0,0,0,0,0,2,,2127,513,2126700,513050,294
CH-CL-16,CH,CL,16,CH-CL-016,501016,,Amecameca,Classic,72-1,Mary Parsons,"Chalco, Mixquic, Juchitepec Ozalid (1:25000)",2123.05,512.15,2270,2270,0,0,14,"Lower piedmont, Rugged Terrain",Medium,Medium,,,Moderate,Moderate,,,,,,Grazing and Agriculture,None or Unspecified,700,0.8,0,0,0,0,0,,,FALSE,,Trace,L,,,,,,,Substantial,10,5,10,,AD,2,Small hamlet or temporary camp,3,,0,1,1,0,0,1,,1,0,0,0,0,0,2,2,,2123,512,2123050,512150,295
CH-CL-17,CH,CL,17,CH-CL-017,501017,,Amecameca,Classic,72-1,Mary Parsons,"Chalco, Mixquic, Juchitepec Ozalid (1:25000)",2121.69,512.75,2280,2280,0,0,14,"Lower piedmont, Rugged Terrain",Medium,Medium,,,Slight,Slight,,,,,,Agricultural,None or Unspecified,710,2.1,0,0,0,0,0,,,FALSE,,Trace,L,,,,,,,,20,10,20,,AD,2,Small hamlet or temporary camp,3,,0,0,0,0,0,1,,1,0,0,0,0,0,0,2,,2122,513,2121690,512750,296
CH-CL-18,CH,CL,18,CH-CL-018,501018,,Amecameca,Classic,72-1,Mary Parsons,"Chalco, Mixquic, Juchitepec Ozalid (1:25000)",2121.46,512.93,2280,2280,0,0,14,"Lower piedmont, Rugged Terrain",Medium,Medium,,,Slight,Slight,,,,,,Agricultural,None or Unspecified,710,1.7,0,0,0,0,0,,,FALSE,,,L,LM,,,,,,,30,15,30,,AD,6,Large hamlet,3,,0,0,0,0,0,1,,1,0,0,0,0,0,0,2,,2121,513,2121460,512930,297
CH-CL-19,CH,CL,19,CH-CL-019,501019,,Amecameca,Classic,72-1,Mary Parsons,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2119.81,513.97,2350,2350,0,0,14,"Lower piedmont, Rugged Terrain",Shallow-medium,,Shallow (1-25 cm),Medium,Moderate,Moderate,,,,,,Agricultural,None or Unspecified,780,6.6,0,0,0,0,0,,,FALSE,,,L,LM,,,,,,,200,100,200,,AD,4,Small nucleated village,3,3,0,0,0,0,0,1,,1,0,0,2,1,1,1,2,,2120,514,2119810,513970,298
CH-CL-20,CH,CL,20,CH-CL-020,501020,,Amecameca,Classic,72-1,Mary Parsons,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2118.26,513.72,2380,2380,0,0,14,"Lower piedmont, Rugged Terrain",Shallow-medium,,Shallow (1-25 cm),Medium,Moderate,Moderate,,,,,,Grazing and Agriculture,None or Unspecified,780,7.1,0,0,0,0,0,,,FALSE,,Trace,VL,L,,,,,,,70,35,70,,AD,6,Large hamlet,2,3,0,0,0,0,0,0,,1,0,0,2,1,1,1,2,,2118,514,2118260,513720,300
CH-CL-21,CH,CL,21,CH-CL-021,501021,,Amecameca,Classic,73-1,Mary Parsons,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2116.98,514.3,2400,2400,0,0,14,"Lower piedmont, Rugged Terrain",Shallow-medium,,Shallow (1-25 cm),Medium,Moderate,Moderate,,,,,,Grazing and Agriculture,None or Unspecified,800,2,0,0,0,0,0,,,FALSE,,Trace,L,,,,,,,,40,20,40,,AD,6,Large hamlet,3,3,0,0,0,0,0,1,,1,0,0,2,1,1,1,2,,2117,514,2116980,514300,301
CH-CL-22,CH,CL,22,CH-CL-022,501022,,Amecameca,Classic,72-1,Mary Parsons,"Chalco, Mixquic, Juchitepec Ozalid (1:25000)",2116.71,513,2460,2460,0,0,14,"Lower piedmont, Rugged Terrain",Shallow (1-25 cm),Shallow (1-25 cm),,,Moderate,Moderate,,,,,,Grazing and Agriculture,None or Unspecified,810,1.6,0,0,0,0,0,,,FALSE,,,L,LM,,,,,,,30,15,30,,AD,6,Large hamlet,3,3,0,0,0,0,0,1,,1,0,0,2,1,1,1,2,,2117,513,2116710,513000,302
CH-CL-23,CH,CL,23,CH-CL-023,501023,,Amecameca,Classic,72-1,Mary Parsons,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2115.33,515.55,2430,2430,0,0,15,"Lower piedmont, Smooth terrain",Shallow (1-25 cm),Shallow (1-25 cm),,,Moderate,Moderate,,,,,,Agricultural,None or Unspecified,900,3.2,0,0,0,0,0,,,FALSE,,,L,LM,,,,,,,60,30,60,,AD,6,Large hamlet,1,1,0,0,0,0,0,1,,0,0,0,1,1,0,1,2,,2115,516,2115330,515550,303
CH-CL-24,CH,CL,24,CH-CL-024,501024,,Amecameca,Classic,72-1,Mary Parsons,"Chalco, Mixquic, Juchitepec Ozalid (1:25000)",2114.54,512.25,2500,2500,0,0,17,"Upper piedmont, Rugged terrain",Shallow-medium,,Shallow (1-25 cm),Medium,Moderate,,Slight,Deep,,,,Grazing and Agriculture,None or Unspecified,900,15.5,1,0,0,1,1,,,FALSE,,,L,LM,,,,,,,400,200,400,,AD,3,Small dispersed village,3,3,0,0,0,0,0,1,,1,0,0,2,1,1,1,2,,2115,512,2114540,512250,304
CH-CL-25,CH,CL,25,CH-CL-025,501025,,Amecameca,Classic,72-1,Robert Wenke,"Chalco, Mixquic, Juchitepec Ozalid (1:25000)",2112.66,511.63,2550,2550,0,0,17,"Upper piedmont, Rugged terrain",Medium,Medium,,,Moderate,Moderate,,,,,,Agricultural,None or Unspecified,1000,0.5,0,0,0,0,0,,,FALSE,,Trace,L,,,,,,,Substantial,10,5,10,,AD,2,Small hamlet or temporary camp,1,,0,0,0,1,0,0,,1,0,0,0,0,0,1,2,,2113,512,2112660,511630,305
CH-CL-26,CH,CL,26,CH-CL-026,501026,,Amecameca,Classic,72-1,Robert Wenke,"Chalco, Mixquic, Juchitepec Ozalid (1:25000)",2112.46,512,2540,2540,0,0,17,"Upper piedmont, Rugged terrain",Medium,Medium,,,Moderate,Moderate,,,,,,Agricultural,None or Unspecified,990,2.6,0,0,0,0,0,,,FALSE,,Trace,L,,,,,,,,20,10,20,,AD,2,Small hamlet or temporary camp,1,,0,0,0,1,0,1,,0,0,0,0,0,0,1,2,,2112,512,2112460,512000,306
CH-CL-27,CH,CL,27,CH-CL-027,501027,,Amecameca,Formative,72-1,Mary Parsons,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2114.66,513.35,2460,2460,0,0,14,"Lower piedmont, Rugged Terrain",Shallow (1-25 cm),Shallow (1-25 cm),,,Deep,Deep,,,,,,Grazing and Agriculture,None or Unspecified,895,0.9,0,0,0,0,0,,,FALSE,,Trace,L,,,,,,,Substantial,10,5,10,,AD,2,Small hamlet or temporary camp,1,,0,0,0,1,0,1,,0,0,0,0,0,0,1,2,,2115,513,2114660,513350,307
CH-CL-28,CH,CL,28,CH-CL-028,501028,,Amecameca,Classic,72-1,Mary Parsons,"Chalco, Mixquic, Juchitepec Ozalid (1:25000)",2114.46,513.47,2460,2460,0,0,14,"Lower piedmont, Rugged Terrain",Shallow (1-25 cm),Shallow (1-25 cm),,,Moderate,Moderate,,,,,,Grazing,None or Unspecified,890,0.7,0,0,0,0,0,,,FALSE,,Trace,L,,,,,,,Substantial,10,5,10,,AD,2,Small hamlet or temporary camp,1,3,0,0,0,0,0,1,,0,0,0,2,1,1,1,2,,2114,513,2114460,513470,308
CH-CL-29,CH,CL,29,CH-CL-029,501029,,Amecameca,Classic,72-1,Mary Parsons,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2113.73,514.05,2460,2460,0,0,14,"Lower piedmont, Rugged Terrain",Medium,Medium,,,Moderate,Moderate,,,,,,Agricultural,None or Unspecified,900,4.8,0,0,0,0,0,,,FALSE,,,L,LM,,,,,,,100,50,100,,AD,6,Large hamlet,2,,0,0,0,1,0,0,,1,0,0,0,0,0,1,2,,2114,514,2113730,514050,309
CH-CL-30,CH,CL,30,CH-CL-030,501030,,Amecameca,Classic,72-1,Mary Parsons,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2114.31,513.97,2440,2440,0,0,15,"Lower piedmont, Smooth terrain",Shallow (1-25 cm),Shallow (1-25 cm),,,Moderate-deep,,Moderate,Deep,,,,Grazing,None or Unspecified,900,1,0,0,0,0,0,,,FALSE,,Trace,L,,,,,,,Substantial,10,5,10,,AD,6,Large hamlet,1,3,0,0,0,0,0,1,,0,0,0,2,1,1,1,2,,2114,514,2114310,513970,311
CH-CL-31,CH,CL,31,CH-CL-031,501031,,Amecameca,Classic,72-1,Mary Parsons,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2113.46,516.2,2440,2440,0,0,15,"Lower piedmont, Smooth terrain",Medium,Medium,,,Moderate,Moderate,,,,,,Grazing,None or Unspecified,930,2.1,1,0,0,1,1,228,,FALSE,,Trace,L,,,,,,,,40,20,40,,AD,6,Large hamlet,3,3,0,0,0,0,0,1,,1,0,0,2,1,1,1,2,,2113,516,2113460,516200,312
CH-CL-32,CH,CL,32,CH-CL-032,501032,,Amecameca,Classic,72-1,Mary Parsons,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2114.88,516.9,2445,0,2440,2450,15,"Lower piedmont, Smooth terrain",Medium,Medium,,,Moderate,Moderate,,,,,,Agricultural,None or Unspecified,930,7.4,0,0,0,0,0,,,FALSE,,,L,LM,,,,,,,150,75,150,,AD,3,Small dispersed village,3,2,0,0,0,0,0,1,,1,0,0,1,0,1,1,2,,2115,517,2114880,516900,313
CH-CL-33,CH,CL,33,CH-CL-033,501033,,Amecameca,Classic,72-1,Mary Parsons,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2115.29,517.35,2420,2420,0,0,15,"Lower piedmont, Smooth terrain",Shallow (1-25 cm),Shallow (1-25 cm),,,Moderate,Moderate,,,,,,Grazing and Agriculture,None or Unspecified,915,2.1,0,0,0,0,0,,,FALSE,,Trace,L,,,,,,,,20,10,20,,AD,2,Small hamlet or temporary camp,1,3,0,0,0,1,0,1,,0,0,0,2,1,1,2,2,,2115,517,2115290,517350,314
CH-CL-34,CH,CL,34,CH-CL-034,501034,,,,72-1,Earl Prahl,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2115.23,520.82,2430,2430,0,0,15,"Lower piedmont, Smooth terrain",Medium,Medium,,,Moderate,Moderate,,,,,,Agricultural,None or Unspecified,1000,0.4,0,0,0,0,0,,,FALSE,,Trace,L,,,,,,,Substantial,10,5,10,,AD,2,Small hamlet or temporary camp,3,3,0,0,0,0,0,1,,1,0,0,2,1,1,1,2,,2115,521,2115230,520820,315
CH-CL-35,CH,CL,35,CH-CL-035,501035,,Amecameca,Classic,72-1,Earl Prahl,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2116.41,523.57,2470,2470,0,0,1,Amecameca,Medium,Medium,,,Slight,Slight,,,,,,Grazing and Agriculture,None or Unspecified,1040,4.1,0,0,0,0,0,,,FALSE,,Trace,L,,,,,,,,50,25,50,,AD,6,Large hamlet,1,2,0,0,0,0,0,1,,0,0,0,1,0,1,1,2,,2116,524,2116410,523570,316
CH-CL-36,CH,CL,36,CH-CL-036,501036,,Amecameca,Classic,72-1,Earl Prahl,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2115.56,523.32,2460,2460,0,0,1,Amecameca,Deep (100+ cm),Deep (100+ cm),,,Slight,Slight,,,,,,Agricultural,None or Unspecified,1035,3.3,0,0,0,0,0,,,FALSE,,,LM,,,,,,,,100,50,100,,AD,6,Large hamlet,1,1,0,0,0,0,0,1,,0,0,0,1,1,0,1,2,,2116,523,2115560,523320,317
CH-CL-37,CH,CL,37,CH-CL-037,501037,,Amecameca,Aztec,72-1,Earl Prahl,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2114.44,522.95,2460,2460,0,0,1,Amecameca,Medium-deep,,Medium,Deep (100+ cm),Moderate-slight,,Slight,Moderate,,,,Agricultural,None or Unspecified,1040,0.9,0,0,0,0,0,,,FALSE,,Trace,L,,,,,,,Substantial,10,5,10,,AD,2,Small hamlet or temporary camp,1,3,0,0,0,0,0,1,,0,0,0,2,1,1,1,2,,2114,523,2114440,522950,318
CH-CL-38,CH,CL,38,CH-CL-038,501038,,Amecameca,Classic,72-1,Earl Prahl,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2113.31,523.25,2460,2460,0,0,1,Amecameca,Medium-deep,,Medium,Deep (100+ cm),Slight,Slight,,,,,,Agricultural,None or Unspecified,1050,6.7,0,1,0,1,1,,,FALSE,,,L,LM,,,,,,,200,100,200,,AD,3,Small dispersed village,3,3,0,0,0,0,0,1,,1,0,0,2,1,1,1,2,,2113,523,2113310,523250,319
CH-CL-39,CH,CL,39,CH-CL-039,501039,,Amecameca,Classic,72-1,Earl Prahl,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2113.48,521.75,2490,2490,0,0,1,Amecameca,Medium,Medium,,,Moderate,Moderate,,,,,,Grazing and Agriculture,None or Unspecified,1020,1.9,0,0,0,0,0,,,FALSE,,Trace,L,,,,,,,,20,10,20,,AD,2,Small hamlet or temporary camp,3,,0,0,0,0,0,1,,1,0,0,0,0,0,0,2,,2113,522,2113480,521750,320
CH-CL-40,CH,CL,40,CH-CL-040,501040,,Amecameca,Classic,72-1,Mary Parsons,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2113.08,517.9,2440,2440,0,0,15,"Lower piedmont, Smooth terrain",Medium,Medium,,,Slight,Slight,,,,,,Agricultural,None or Unspecified,960,0.4,1,0,0,1,1,225,,TRUE,,Trace,L,,,,,,,Substantial,10,5,10,,HC,2,Small hamlet or temporary camp,1,2,0,0,0,0,0,1,,0,0,0,1,0,1,1,2,,2113,518,2113080,517900,322
CH-CL-41,CH,CL,41,CH-CL-041,501041,,,,72-1,Earl Prahl,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2111.73,519.22,2490,2490,0,0,14,"Lower piedmont, Rugged Terrain",Medium,Medium,,,Moderate,Moderate,,,,,,Agricultural,None or Unspecified,1015,1.7,0,0,0,0,0,,,FALSE,,Trace,L,,,,,,,Substantial,10,5,10,,AD,2,Small hamlet or temporary camp,1,,0,0,0,0,0,1,,0,0,0,0,0,0,0,2,,2112,519,2111730,519220,323
CH-CL-42,CH,CL,42,CH-CL-042,501042,,Amecameca,Classic,72-1,Earl Prahl,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2107.88,522.12,2410,2410,0,0,1,Amecameca,Medium-deep,,Medium,Deep (100+ cm),Moderate,Moderate,,,,,,Agricultural,None or Unspecified,1080,2.2,0,0,0,0,0,,,FALSE,,,LM,,,,,,,,60,30,60,,AD,6,Large hamlet,3,,0,0,0,0,0,1,,1,0,0,0,0,0,0,2,,2108,522,2107880,522120,324
CH-CL-43,CH,CL,43,CH-CL-043,501043,,Amecameca,Classic,72-1,Robert Wenke,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2107.71,517.6,2450,2450,0,0,14,"Lower piedmont, Rugged Terrain",Medium,Medium,,,Moderate,Moderate,,,,,,Agricultural,None or Unspecified,1100,1,0,0,0,0,0,,,FALSE,,Trace,L,,,,,,,,20,10,20,,AD,2,Small hamlet or temporary camp,1,,0,0,0,0,0,1,,0,0,0,0,0,0,0,2,,2108,518,2107710,517600,325
CH-CL-44,CH,CL,44,CH-CL-044,501044,,Amecameca,Classic,72-1,Robert Wenke,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2111.38,518.03,2490,2490,0,0,14,"Lower piedmont, Rugged Terrain",Medium-deep,,Medium,Deep (100+ cm),Moderate,Moderate,,,,,,Agricultural,None or Unspecified,1010,3,0,0,0,0,0,,,FALSE,,Trace,L,,,,,,,,30,15,30,,AD,6,Large hamlet,3,,0,0,0,1,0,1,,1,0,0,0,0,0,1,2,,2111,518,2111380,518030,326
CH-CL-45,CH,CL,45,CH-CL-045,501045,,Amecameca,Classic,72-1,Robert Wenke,"Chalco, Mixquic, Juchitepec Ozalid (1:25000)",2109.38,512.5,2550,2550,0,0,17,"Upper piedmont, Rugged terrain",Medium,Medium,,,Moderate,Moderate,,,,,,Agricultural,None or Unspecified,1050,2.4,0,0,0,0,0,,,FALSE,,Trace,L,,,,,,,,20,10,20,,AD,2,Small hamlet or temporary camp,1,,0,0,0,0,0,1,,0,0,0,0,0,0,0,2,,2109,512,2109380,512500,327
CH-CL-46,CH,CL,46,CH-CL-046,501046,,Amecameca,Classic,72-1,Mary Parsons,"Chalco, Mixquic, Juchitepec Ozalid (1:25000)",2124.38,510.38,2245,2245,0,0,8,"Lakeshore Plain, Freshwater, away from sloping ground",Deep (100+ cm),Deep (100+ cm),,,None,None,,,,,,Agricultural,None or Unspecified,700,17.3,0,0,0,0,0,,,FALSE,,,L,LM,,,,,,,400,150,400,,AD,3,Small dispersed village,3,,0,0,0,0,0,1,,1,1,1,0,0,0,2,2,,2124,510,2124380,510380,328
CH-CL-47,CH,CL,47,CH-CL-047,501047,,Chalco,Classic,72-1,Jeffrey Parsons,"Chalco, Mixquic, Juchitepec Ozalid (1:25000)",2125.26,510.95,2245,2245,0,0,8,"Lakeshore Plain, Freshwater, away from sloping ground",Deep (100+ cm),Deep (100+ cm),,,None,None,,,,,,Agricultural,None or Unspecified,690,0.6,0,0,0,0,0,,,FALSE,,Trace,L,,,,,,,Substantial,10,5,10,,AD,2,Small hamlet or temporary camp,3,,0,0,0,0,0,1,,1,1,0,0,0,0,1,2,,2125,511,2125260,510950,329
CH-CL-48,CH,CL,48,CH-CL-048,501048,,Chalco,Classic,72-1,Jeffrey Parsons,"Chalco, Mixquic, Juchitepec Ozalid (1:25000)",2125.46,510.03,2245,2245,0,0,8,"Lakeshore Plain, Freshwater, away from sloping ground",Deep (100+ cm),Deep (100+ cm),,,None,None,,,,,,Agricultural,None or Unspecified,690,2.2,0,0,0,0,0,,,FALSE,,Trace,L,,,,,,,,20,10,20,,AD,2,Small hamlet or temporary camp,3,,0,0,0,0,0,1,,1,0,1,0,0,0,1,2,,2125,510,2125460,510030,330
CH-CL-49,CH,CL,49,CH-CL-049,501049,,Chalco,Classic,72-1,Jeffrey Parsons,"Chalco, Mixquic, Juchitepec Ozalid (1:25000)",2125.91,509.4,2245,2245,0,0,8,"Lakeshore Plain, Freshwater, away from sloping ground",Deep (100+ cm),Deep (100+ cm),,,Very slight,,None,Slight,,,,Agricultural,None or Unspecified,690,5.5,0,0,0,0,0,,,FALSE,,,L,LM,M,,,,,,100,50,100,,AD,6,Large hamlet,3,,0,0,1,1,0,1,,1,1,0,0,0,0,3,2,,2126,509,2125910,509400,331
