Site,Region,SitePeriod,SiteNum,NameSort,SiteCode,SiteName,FieldSite Region,FieldSite Period,SurveyYearNumber,Supervisor,Map,North,East,Elev,ElevMed,ElevMin,ElevMax,EZcode,EnvironmentalZone,Soil,SoilMed,SoilMin,SoilMax,Erosion,ErosionMed,ErosionMin,ErosionMax,OtherSiteAggreg,SpatialDiff,VisibFactors,ModernUse,ModernSettlement,Rainfall,Area,MoundDomestic,MoundCeremonial,MoundQuestionable,MoundTotal,MoundRecorded,DMoundArea,VagueMounding,Architecture,TerraceConfidence,TerraceExtent,Sherd1,Sherd2,Sherd3,Sherd4,RubbleSite,WallBases,Walls,Rubble,Population,PopMin,PopMax,RevPopMethod,PopMethod,stcode,SiteType,SubPeriod1,SubPeriod2,OccEF,OccMF,OccLF,OccTF,OccCL,OccEC,OccMC,OccLC,OccET,OccLT,OccAZ,OccEA,OccLA,OccTot,Group,Comments,NorthOld,EastOld,NorthGIS,EastGIS,Recnum
CU-ET-3,CU,ET,3,CU-ET-003,0,,,,,,,2175.32,473,2285,0,0,0,,Lower Piedmont,Shallow-Medium,,,,Slight,,,,,,,Settlement & Agri,,710,0.1,,,,,,,,FALSE,,,VL,,,,,,,,,,,,AD,,Questionable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,2175,473,2175320,473000,2709
CU-ET-4,CU,ET,4,CU-ET-004,0,,,,,,,2176.35,473,2305,0,0,0,,Lower Piedmont,Shallow-Medium,,,,Slight,,,,,,,Settlement & Agri,,700,2.5,,,,,,,,FALSE,,,L,,,,,,,,25,13,25,,AD,,Hamlet,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,3,,2176,473,2176350,473000,2710
CU-ET-5,CU,ET,5,CU-ET-005,0,,,,,,,2176.4,473,2290,0,0,0,,Lower Piedmont,Shallow-Medium,,,,Slight,,,,,,,Settlement & Agri,,700,1.7,,,,,,,,FALSE,,,LM,,,,,,,,25,10,25,,AD,,Hamlet,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,3,,2176,473,2176400,473000,2711
CU-ET-6,CU,ET,6,CU-ET-006,0,,,,,,,2177.06,474,2268,0,0,0,,Deep Soil Alluvium,Shallow,,,,Slight,,,,,,,Settlement & Agri,,700,0.1,,,,,,,,FALSE,,,VL,,,,,,,,,,,,AD,,Questionable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,,2177,474,2177060,474000,2712
CU-ET-7,CU,ET,7,CU-ET-007,0,,,,,,,2179.7,475,2290,0,0,0,,Lower Piedmont,Medium-Deep,,,,Slight,,,,,,,Agricultural,,690,0.1,,,,,,,,FALSE,,,VL,,,,,,,,,,,,AD,,Questionable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,,2180,475,2179700,475000,2713
CU-ET-8,CU,ET,8,CU-ET-008,0,,,,,,,2177.68,477,2275,0,0,0,,Deep Soil Alluvium,Shallow-Medium,,,,Slight,,,,,,,Agricultural,,680,0.1,,,,,,,,FALSE,,,VL,,,,,,,,,,,,AD,,Questionable,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,3,,2178,477,2177680,477000,2714
CU-ET-9,CU,ET,9,CU-ET-009,0,,,,,,,2176.21,481,2246,0,0,0,,Deep Soil Alluvium,Deep,,,,None,,,,,,,Agricultural,,670,2,,,,,,,,FALSE,,,VL,,,,,,,,,,,,AD,,Questionable,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3,,2176,481,2176210,481000,2715
CU-ET-10,CU,ET,10,CU-ET-010,0,,,,,,,2173.34,482,2246,0,0,0,,Deep Soil Alluvium,Deep,,,,None,,,,,,,Settlement & Agri,,670,4,,,,,,,,FALSE,,,L,,,,,,,,40,20,40,,AD,,Hamlet,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,3,,2173,482,2173340,482000,2716
CU-ET-11,CU,ET,11,CU-ET-011,0,,,,,,,2171.99,481,2250,0,0,0,,Deep Soil Alluvium,Deep,,,,None,,,,,,,Settlement,,670,0.1,,,,,,,,FALSE,,,VL,,,,,,,,,,,,AD,,Questionable,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,3,,2172,481,2171990,481000,2717
CU-ET-12,CU,ET,12,CU-ET-012,0,,,,,,,2174.12,480,2262,0,0,0,,Deep Soil Alluvium,Deep,,,,None,,,,,,,Settlement & Graz,,680,5,,,,,,,,FALSE,,,LM,,,,,,,,125,50,125,,AD,,Sm Nucl Village,0,0,0,1,2,1,0,1,1,1,0,1,0,0,1,0,3,,2174,480,2174120,480000,2718
CU-ET-13,CU,ET,13,CU-ET-013,0,,,,,,,2174.55,477,2270,0,0,0,,Lower Piedmont,Deep,,,,Very Slight,,,,,,,Settlement,,690,3,,,,,,,,FALSE,,,L,,,,,,,,30,15,30,,AD,,Hamlet,0,0,1,2,2,1,0,1,1,1,0,1,0,0,1,0,3,,2175,477,2174550,477000,2719
CU-ET-14,CU,ET,14,CU-ET-014,0,,,,,,,2171.51,475,2300,0,0,0,,Lower Piedmont,Shallow-Medium,,,,Slight-Moderate,,,,,,,Settlement & Agri,,710,3,,,,,,,,FALSE,,,LM,,,,,,,,75,30,75,,AD,,Hamlet,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,3,,2172,475,2171510,475000,2720
CU-ET-15,CU,ET,15,CU-ET-015,0,,,,,,,2171.01,479,2288,0,0,0,,Lower Piedmont,Shallow-Medium,,,,None,,,,,,,Agricultural,,690,4,,,,,,,,FALSE,,,L,,,,,,,,40,20,40,,AD,,Hamlet,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,3,,2171,479,2171010,479000,2721
CU-ET-16,CU,ET,16,CU-ET-016,0,,,,,,,2169.19,479,2270,0,0,0,,Lower Piedmont,Medium-Deep,,,,Very Slight,,,,,,,Settlement & Agri,,690,0.6,,,,,,,,FALSE,,,L,,,,,,,,6,3,6,,AD,,Small Hamlet,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,3,,2169,479,2169190,479000,2722
CU-ET-17,CU,ET,17,CU-ET-017,0,,,,,,,2169.57,479,2276,0,0,0,,Lower Piedmont,Deep,,,,None,,,,,,,Settlement & Agri,,690,0.2,,,,,,,,FALSE,,,VL,,,,,,,,,,,,AD,,Questionable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,2170,479,2169570,479000,2723
CU-ET-18,CU,ET,18,CU-ET-018,0,,,,,,,2169.55,480,2265,0,0,0,,Deep Soil Alluvium,Medium,,,,Very Slight,,,,,,,Settlement & Agri,,690,6,1,,,,,1254,,FALSE,,,M,,,,,,,,300,150,300,,AD,,Sm Nucl Village,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,,2170,480,2169550,480000,2724
CU-ET-19,CU,ET,19,CU-ET-019,0,,,,,,,2168.95,482,2250,0,0,0,,Lower Piedmont,Medium-Deep,,,,Moderate,,,,,,,Settlement & Agri,,670,1.5,,,,,,,,FALSE,,,VL,,,,,,,,,,,,AD,,Questionable,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,,2169,482,2168950,482000,2725
CU-ET-20,CU,ET,20,CU-ET-020,0,,,,,,,2166.05,482,2265,0,0,0,,Lower Piedmont,Medium-Deep,,,,Slight-Moderate,,,,,,,Agricultural,,680,2,,,,,,,,FALSE,,,LM,,,,,,,,50,20,50,,AD,,Hamlet,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,,2166,482,2166050,482000,2726
CU-ET-21,CU,ET,21,CU-ET-021,0,,,,,,,2167,483,2283,0,0,0,,Lower Piedmont,Medium-Deep,,,,None,,,,,,,Settlement & Agri,,670,34,2,,,,,6000,,FALSE,,,LM,,,,,,,,850,340,850,,AD,,Regional Center,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,3,,2167,483,2167000,483000,2727
CU-ET-22,CU,ET,22,CU-ET-022,0,,,,,,,2167.79,483,2288,0,0,0,,Lower Piedmont,Very Shallow,,,,Slight-Moderate,,,,,,,Settlement & Agri,,670,2,,,,,,,,FALSE,,,M,,,,,,,,100,50,100,,AD,,Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,2168,483,2167790,483000,2728
CU-ET-23,CU,ET,23,CU-ET-023,0,,,,,,,2169.49,485,2265,0,0,0,,Lower Piedmont,Deep,,,,None,,,,,,,Settlement & Agri,,660,14.8,,,,,,,,FALSE,,,M,LM,H,,,,,,455,250,455,,AD,,Sm Nucl Village,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,3,,2169,485,2169490,485000,2729
CU-ET-24,CU,ET,24,CU-ET-024,0,,,,,,,2169.96,485,2250,0,0,0,,Deep Soil Alluvium,Deep,,,,None,,,,,,,Settlement & Agri,,660,3,,,,,,,,FALSE,,,VL,,,,,,,,,,,,AD,,Questionable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,,2170,485,2169960,485000,2730
CU-ET-25,CU,ET,25,CU-ET-025,0,,,,,,,2170,486,2260,0,0,0,,Lower Piedmont,Medium-Deep,,,,Very Slight,,,,,,,Settlement & Agri,,650,6,,,,,,,,FALSE,,,LM,,,,,,,,150,60,150,,AD,,Sm Nucl Village,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,3,,2170,486,2170000,486000,2731
CU-ET-26,CU,ET,26,CU-ET-026,0,,,,,,,2170.24,487,2270,0,0,0,,Lower Piedmont,Very Shallow,,,,Moderate,,,,,,,Settlement & Graz,,650,0.7,,,,,,,,FALSE,,,L,,,,,,,,7,4,7,,AD,,Small Hamlet,0,0,0,1,2,1,0,1,1,1,0,1,0,1,1,0,3,,2170,487,2170240,487000,2732
CU-ET-27,CU,ET,27,CU-ET-027,0,,,,,,,2171.78,487,2238,0,0,0,,Deep Soil Alluvium,Deep,,,,None,,,,,,,Agricultural,,650,2.5,,,,,,,,FALSE,,,VL,,,,,,,,,,,,AD,,Questionable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,2172,487,2171780,487000,2733
CU-ET-28,CU,ET,28,CU-ET-028,0,,,,,,,2171.17,490,2239,0,0,0,,Deep Soil Alluvium,Deep,,,,None,,,,,,,Settlement & Agri,,630,1,,,,,,,,FALSE,,,L,,,,,,,,10,5,10,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,,2171,490,2171170,490000,2734
CU-ET-29,CU,ET,29,CU-ET-029,0,,,,,,,2170.29,489,2262,0,0,0,,Lower Piedmont,Very Shallow,,,,Slight,,,,,,,Settlement & Agri,,640,20,,,,,,,,FALSE,,,LM,,,,,,,,500,200,500,,AD,,Sm Nucl Village,0,0,0,0,2,1,0,1,1,1,0,1,0,1,1,0,3,,2170,489,2170290,489000,2735
CU-ET-30,CU,ET,30,CU-ET-030,0,,,,,,,2170.37,490,2249,0,0,0,,Lower Piedmont,Deep,,,,None,,,,,,,Agricultural,,630,3,,,,,,,,FALSE,,,L,,,,,,,,30,15,30,,AD,,Hamlet,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,,2170,490,2170370,490000,2736
CU-ET-31,CU,ET,31,CU-ET-031,0,,,,,,,2170,491,2278,0,0,0,,Lower Piedmont,Shallow-Medium,,,,Very Slight,,,,,,,"Graz, Agri, & Set",,630,31.5,,,,,,,,FALSE,,,LM,H,,,,,,,788,315,788,,AD,,Regional Center,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,3,,2170,491,2170000,491000,2737
CU-ET-32,CU,ET,32,CU-ET-032,0,,,,,,,2167.79,493,2345,0,0,0,,Lower Piedmont,Shallow-Medium,,,,Moderate,,,,,,,Agricultural,,620,5,,,,,,,,FALSE,,,L,,,,,,,,50,25,50,,AD,,Hamlet,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,,2168,493,2167790,493000,2738
CU-ET-33,CU,ET,33,CU-ET-033,0,,,,,,,2168.95,493,2270,0,0,0,,Lower Piedmont,Medium-Deep,,,,Very Slight,,,,,,,Settlement,,620,1,,,,,,,,FALSE,,,L,,,,,,,,10,5,10,,AD,,Small Hamlet,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,3,,2169,493,2168950,493000,2739
CU-ET-34,CU,ET,34,CU-ET-034,0,,,,,,,2169.32,494,2250,0,0,0,,Lower Piedmont,Shallow,,,,Slight-Moderate,,,,,,,"Graz, Agri, & Set",,620,9.8,2,,,,,2800,,FALSE,,,LM,L,M,H,,,,,245,98,245,,AD,,Sm Nucl Village,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,,2169,494,2169320,494000,2740
CU-ET-35,CU,ET,35,CU-ET-035,0,,,,,,,2168.48,494,2253,0,0,0,,Lower Piedmont,Medium-Deep,,,,Moderate,,,,,,,Agricultural,,620,3.8,,,,,,,,FALSE,,,L,,,,,,,,38,19,38,,AD,,Hamlet,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,3,,2168,494,2168480,494000,2741
CU-ET-36,CU,ET,36,CU-ET-036,0,,,,,,,2168.05,495,2238,0,0,0,,Saline Lakeshore Plain,Deep,,,,None,,,,,,,Agricultural,,610,2.2,,,,,,,,FALSE,,,M,,,,,,,,110,55,110,,AD,,Salt Station,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,,2168,495,2168050,495000,2742
CU-ET-37,CU,ET,37,CU-ET-037,0,,,,,,,2167.7,496,2238,0,0,0,,Saline Lakeshore Plain,Deep,,,,None,,,,,,,Agricultural,,610,1.3,,,,,,,,FALSE,,,L,,,,,,,,13,7,13,,AD,,Salt Station,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3,,2168,496,2167700,496000,2743
CU-ET-38,CU,ET,38,CU-ET-038,0,,,,,,,2167.48,494,2275,0,0,0,,Lower Piedmont,Shallow-Medium,,,,Moderate-Deep,,,,,,,Agricultural,,620,3.4,,,,,,,,FALSE,,,L,,,,,,,,34,17,34,,AD,,Hamlet,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,,2167,494,2167480,494000,2744
CU-ET-39,CU,ET,39,CU-ET-039,0,,,,,,,2166.78,494,2298,0,0,0,,Lower Piedmont,Medium-Deep,,,,Moderate,,,,,,,Settlement & Agri,,620,33,11,,,,,3461,,FALSE,,,LM,L,M,H,,,,,825,330,825,,AD,,Regional Center,0,0,1,2,2,1,0,1,1,0,0,1,0,1,1,0,3,,2167,494,2166780,494000,2745
CU-ET-40,CU,ET,40,CU-ET-040,0,,,,,,,2166.1,495.21,2270,0,0,0,,Lower Piedmont,Shallow-Mediu,,,,None,,,,,,,Settlement,,610,5,,,,,,,,FALSE,,,L,,,,,,,,50,25,50,,AD,,Hamlet,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,3,,2166,495,2166100,495210,2746
CU-ET-41,CU,ET,41,CU-ET-041,0,,,,,,,2165.82,496,2239,0,0,0,,Saline Lakeshore Plain,Deep,,,,None,,,,,,,Settlement,,610,0.1,,,,,,,,FALSE,,,VL,,,,,,,,,,,,AD,,Questionable,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,3,,2166,496,2165820,496000,2747
CU-ET-42,CU,ET,42,CU-ET-042,0,,,,,,,2165.95,496,2239,0,0,0,,Deep Soil Alluvium,Deep,,,,None,,,,,,,Settlement,,610,0.1,,,,,,,,FALSE,,,VL,,,,,,,,,,,,AD,,Questionable,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,3,,2166,496,2165950,496000,2748
CU-ET-43,CU,ET,43,CU-ET-043,0,,,,,,,2164.65,496,2238,0,0,0,,Saline Lakeshore Plain,Deep,,,,None,,,,,,,Settlement,,610,0.1,,,,,,,,FALSE,,,VL,,,,,,,,,,,,AD,,Questionable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,,2165,496,2164650,496000,2749
CU-ET-44,CU,ET,44,CU-ET-044,0,,,,,,,2164.33,494,2288,0,0,0,,Lower Piedmont,Shallow-Medium,,,,None,,,,,,,Settlement & Agri,,620,1,,,,,,,,FALSE,,,L,,,,,,,,10,5,10,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,,2164,494,2164330,494000,2750
CU-ET-45,CU,ET,45,CU-ET-045,0,,,,,,,2162.71,495,2260,0,0,0,,Lower Piedmont,Deep,,,,None,,,,,,,Settlement,,610,1.5,,,,,,,,FALSE,,,VL,L,,,,,,,8,3,8,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,2163,495,2162710,495000,2751
CU-ET-46,CU,ET,46,CU-ET-046,0,,,,,,,2161.89,493,2270,0,0,0,,Lower Piedmont,Shallow-Medium,,,,Very Slight,,,,,,,Settlement,,610,0.8,,,,,,,,FALSE,,,L,,,,,,,,8,4,8,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,,2162,493,2161890,493000,2752
CU-ET-47,CU,ET,47,CU-ET-047,0,,,,,,,2160.97,493,2255,0,0,0,,Deep Soil Alluvium,Deep,,,,None,,,,,,,Settlement & Agri,,610,9,,,,,,,,FALSE,,,LM,,,,,,,,225,90,225,,AD,,Sm Nucl Village,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,,2161,493,2160970,493000,2753
CU-ET-48,CU,ET,48,CU-ET-048,0,,,,,,,2161.48,493,2295,0,0,0,,Deep Soil Alluvium,Deep,,,,None,,,,,,,Settlement & Agri,,620,4,,,,,,,,FALSE,,,LM,,,,,,,,100,40,100,,AD,,Hamlet,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,3,,2161,493,2161480,493000,2754
CU-ET-49,CU,ET,49,CU-ET-049,0,,,,,,,2162.13,492,2280,0,0,0,,Deep Soil Alluvium,Deep,,,,Very Slight,,,,,,,"Graz, Agri, & Set",,620,1,,,,,,,,FALSE,,,L,,,,,,,,10,5,10,,AD,,Small Hamlet,0,0,0,2,0,1,0,1,1,1,0,1,0,1,1,0,3,,2162,492,2162130,492000,2755
CU-ET-50,CU,ET,50,CU-ET-050,0,,,,,,,2162.55,492,2300,0,0,0,,Lower Piedmont,Shallow-Medium,,,,Moderate,,,,,,,Agricultural,,620,2,,,,,,,,FALSE,,,VL,L,,,,,,,10,4,10,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,,2163,492,2162550,492000,2756
CU-ET-51,CU,ET,51,CU-ET-051,0,,,,,,,2162.4,491,2295,0,0,0,,Lower Piedmont,Very Shallow,,,,Slight-Moderate,,,,,,,Agricultural,,620,3,,,,,,,,FALSE,,,VL,L,,,,,,,15,6,15,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,2162,491,2162400,491000,2757
CU-ET-52,CU,ET,52,CU-ET-052,0,,,,,,,2162.85,491,2320,0,0,0,,Lower Piedmont,Very Shallow,,,,Slight-Moderate,,,,,,,None,,620,1,,,,,,,,FALSE,,,L,,,,,,,,10,5,10,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,2163,491,2162850,491000,2758
CU-ET-53,CU,ET,53,CU-ET-053,0,,,,,,,2161.64,491,2275,0,0,0,,Lower Piedmont,Shallow-Medium,,,,Moderate-Deep,,,,,,,Settlement & Agri,,620,0.8,,,,,,,,FALSE,,,L,,,,,,,,8,4,8,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,,2162,491,2161640,491000,2759
CU-ET-54,CU,ET,54,CU-ET-054,0,,,,,,,2161.48,492,2288,0,0,0,,Lower Piedmont,Shallow,,,,Deep,,,,,,,"Graz, Agri, & Set",,620,4,,,,,,,,FALSE,,,VL,L,,,,,,,20,8,20,,AD,,Small Hamlet,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,3,,2161,492,2161480,492000,2760
CU-ET-55,CU,ET,55,CU-ET-055,0,,,,,,,2159.72,493,2239,0,0,0,,Saline Lakeshore Plain,Deep,,,,None,,,,,,,Settlement,,610,8,,,,,,,,FALSE,,,LM,,,,,,,,200,80,200,,AD,,Sm Nucl Village,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,3,,2160,493,2159720,493000,2761
CU-ET-56,CU,ET,56,CU-ET-056,0,,,,,,,2159.7,491,2244,0,0,0,,Deep Soil Alluvium,Deep,,,,None,,,,,,,Settlement,,610,35,1,,,,,,,FALSE,,,LM,,,,,,,,875,350,875,,AD,,Regional Center,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,,2160,491,2159700,491000,2762
CU-ET-57,CU,ET,57,CU-ET-057,0,,,,,,,2159.49,491,2250,0,0,0,,Lower Piedmont,Deep,,,,None,,,,,,,Grazing,,620,0.5,,,,,,,,FALSE,,,VL,,,,,,,,,,,,AD,,Questionable,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,,2159,491,2159490,491000,2763
CU-ET-58,CU,ET,58,CU-ET-058,0,,,,,,,2158.59,490,2280,0,0,0,,Lower Piedmont,Shallow-Medium,,,,Moderate-Deep,,,,,,,Grazing,,620,8,,,,,,,,FALSE,,,LM,,,,,,,,200,80,200,,AD,,Sm Nucl Village,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,3,,2159,490,2158590,490000,2764
CU-ET-59,CU,ET,59,CU-ET-059,0,,,,,,,2158.91,488,2263,0,0,0,,Lower Piedmont,Medium-Deep,,,,Slight-Moderate,,,,,,,Settlement,,630,8,,,,,,,,FALSE,,,LM,,,,,,,,200,80,200,,AD,,Sm Nucl Village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,2159,488,2158910,488000,2765
CU-LF-1,CU,LF,1,CU-LF-001,0,,,,,,,,,2320,,,,,Lower Piedmont,Deep,,,,None,,,,,,,Agricultural,,800,0.4,,,,,,,,FALSE,,,VL,L,,,,,,,2,1,2,AD,AD,,Small Hamlet,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,3847
CU-LF-2,CU,LF,2,CU-LF-002,0,,,,,,,,,2335,,,,,Lower Piedmont,Shallow,,,,None,,,,,,,Settlement & Agri,,740,0.1,,,,,,,,FALSE,,,VL,,,,,,,,,,,NA,AD,,Questionable,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,3848
CU-LF-3,CU,LF,3,CU-LF-003,0,,,,,,,,,2288,,,,,Lower Piedmont,Deep,,,,None,,,,,,,Settlement & Agri,,700,3,,,,,,,,FALSE,,,L,,,,,,,,30,15,30,AD,AD,,Hamlet,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,3849
CU-LF-4,CU,LF,4,CU-LF-004,0,,,,,,,,,2280,,,,,Lower Piedmont,Medium-Deep,,,,Slight,,,,,,,Settlement & Agri,,680,0.2,,,,,,,,FALSE,,,LM,,,,,,,,5,2,5,AD,AD,,Small Hamlet,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,3850
CU-LF-5,CU,LF,5,CU-LF-005,0,,,,,,,,,2270,,,,,Lower Piedmont,Medium-Deep,,,,Slight,,,,,,,Settlement & Agri,,680,1,,,,,,,,FALSE,,,VL,L,,,,,,,5,2,5,AD,AD,,Small Hamlet,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,3851
CU-LF-6,CU,LF,6,CU-LF-006,0,Loma Torremote,,,,,,,,2267,,,,,Lower Piedmont,Deep,,,,Very Slight,,,,,,,Settlement & Agri,,690,30,,,,,,,,FALSE,,,MH,,,,,,,,2850,2000,2850,O,AD,,Lg Nucl Village,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,3852
CU-LF-7,CU,LF,7,CU-LF-007,0,,,,,,,,,2300,,,,,Lower Piedmont,Shallow-Medium,,,,Slight-Moderate,,,,,,,Settlement & Agri,,710,2,,,,,,,,FALSE,,,LM,,,,,,,,50,20,50,AD,AD,,Hamlet,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,3853
CU-LF-8,CU,LF,8,CU-LF-008,0,,,,,,,,,2262,,,,,Deep Soil Alluvium,Deep,,,,None,,,,,,,Settlement & Graz,,680,2,,,,,,,,FALSE,,,L,,,,,,,,20,10,20,AD,AD,,Small Hamlet,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,3854
CU-LF-9,CU,LF,9,CU-LF-009,0,,,,,,,,,2247,,,,,Deep Soil Alluvium,Deep,,,,None,,,,,,,Agricultural,,670,2,,,,,,,,FALSE,,,L,,,,,,,,20,10,20,AD,AD,,Small Hamlet,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,3855
CU-LF-10,CU,LF,10,CU-LF-010,0,,,,,,,,,2245,,,,,Deep Soil Alluvium,Deep,,,,None,,,,,,,Settlement,,660,1,,,,,,,,FALSE,,,L,,,,,,,,10,5,10,AD,AD,,Small Hamlet,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,3856
CU-LF-11,CU,LF,11,CU-LF-011,0,,,,,,,,,2276,,,,,Lower Piedmont,Medium-Deep,,,,Moderate,,,,,,,Settlement & Agri,,670,5.3,,,,,,,,FALSE,,,M,,,,,,,,265,133,265,AD,AD,,Sm Nucl Village,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,3857
CU-LF-12,CU,LF,12,CU-LF-012,0,,,,,,,,,2280,,,,,Lower Piedmont,Shallow,,,,None,,,,,,,Agricultural,,660,0.1,,,,,,,,FALSE,,,VL,,,,,,,,,,,NA,AD,,Questionable,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,3858
CU-LF-13,CU,LF,13,CU-LF-013,0,,,,,,,,,2270,,,,,Lower Piedmont,Very Shallow,,,,Moderate,,,,,,,Grazing & Agri,,650,0.3,,,,,,,,FALSE,,,VL,,,,,,,,,,,NA,AD,,Questionable,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,3859
CU-LF-14,CU,LF,14,CU-LF-014,0,,,,,,,,,2260,,,,,Lower Piedmont,Very Shallow,,,,Moderate,,,,,,,Settlement & Agri,,640,4,,,,,,,,FALSE,,,M,,,,,,,,200,100,200,AD,AD,,Sm Nucl Village,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,3860
CU-LF-15,CU,LF,15,CU-LF-015,0,,,,,,,,,2365,,,,,Middle Piedmont,Medium-Deep,,,,Moderate,,,,,,,Settlement & Agri,,620,17.4,,,,,,,,FALSE,,,M,LM,MH,,,,,,568,268,568,AD,AD,,Lg Nucl Village,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,3861
CU-LF-16,CU,LF,16,CU-LF-016,0,,,,,,,,,2244,,,,,Deep Soil Alluvium,Shallow-Medium,,,,Slight,,,,,,,Settlement & Agri,,610,8,,,,,,,,FALSE,,,L,,,,,,,,80,40,80,AD,AD,,Hamlet,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,3862
CU-LF-17,CU,LF,17,CU-LF-017,0,,,,,,,2177.73,469,2320,0,0,0,,Lower Piedmont,Deep,,,,None,,,,,,,Agricultural,,800,0.4,,,,,,,,FALSE,,,VL,L,,,,,,,2,1,2,AD,AD,,Small Hamlet,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,,2178,469,2177730,469000,2067
CU-LF-18,CU,LF,18,CU-LF-018,0,,,,,,,2176.22,469,2365,0,0,0,,Middle Piedmont,Deep,,,,None,,,,,,,Settlement & Agri,,810,0.7,,,,,,,,FALSE,,,L,,,,,,,,7,4,7,AD,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,,2176,469,2176220,469000,2068
