Name,MexState,Source,Year,LonX,LatY,OBJECTID,it_ID,it_GZ_ID,Region,Type,YearStart,YearEnd,it_Etnia_principal,GZ_label,GZ_partido_generico,GZ_provincia_generica,GZ_categoria_especial,Country,NameFull,NameVariants,NameModernDiff,Evang,ImportanciaRank,Notes,PopTotal,1782,Tributarios_Indios,HypotheticalTributarios_NonIndios,HypotheticalTributarios_Total,Eclesiasticos,Pop_Blancos,Casados_Blancos,Solteros_Blancos,MenM_Blancos,Casadas_Blancos,Solteras_Blancos,MenF_Blancos,Viudos_Blancos,Viudas_Blancos,Fam_Blancos,Pop_Indios,Casados_Indios,Solteros_Indios,MenM_Indios,Casadas_Indios,Solteras_Indios,MenF_Indios,Viudos_Indios,Viudas_Indios,Fam_Indios,Pop_Indefinidos,Casados_Indefinidos,Solteros_Indefinidos,MenM_Indefinidos,Casadas_Indefinidos,Solteras_Indefinidos,MenF_Indefinidos,Viudos_Indefinidos,Viudas_Indefinidos,Fam_Indefinidos,Pop_Mestizos,Casados_Mestizos,Solteros_Mestizos,MenM_Mestizos,Casadas_Mestizos,Solteras_Mestizos,MenF_Mestizos,Viudos_Mestizos,Viudas_Mestizos,Fam_Mestizos,Pop_Castas,Casados_Castas,Solteros_Castas,MenM_Castas,Casadas_Castas,Solteras_Castas,MenF_Castas,Viudos_Castas,Viudas_Castas,Fam_Castas,Pop_Negros,Casados_Negros,Solteros_Negros,MenM_Negros,Casadas_Negros,Solteras_Negros,MenF_Negros,Viudos_Negros,Viudas_Negros,Fam_Negros,Pop_NMCI,Casados_NMCI,Solteros_NMCI,MenM_NMCI,Casadas_NMCI,Solteras_NMCI,MenF_NMCI,Viudos_NMCI,Viudas_NMCI,Fam_NMCI,Pop_NonIndios,Casados_NonIndios,Solteros_NonIndios,MenM_NonIndios,Casadas_NonIndios,Solteras_NonIndios,MenF_NonIndios,Viudos_NonIndios,Viudas_NonIndios,Fam_NonIndios,Pop_Total,Casados_Total,Solteros_Total,MenM_Total,Casadas_Total,Solteras_Total,MenF_Total,Viudos_Total,Viudas_Total,Fam_Total
Pantepeque,Chiapas,lujan-informes,1774,-93.05,17.187778,1390,1423,2000078,Guanajuato,Nucleo,1774,1774,Zoque,Pantepec,Tuxtla,Chiapas,Pueblo de indios,Mexico,Asuncion Pantepec,None,None,Asuncion,7,"La categoria ""Mestizos"" aqui se refiere a ""indios ladinos""",91,,45.5,0,45.5,0,0,,,,,,,,,,91,17,27,,17,21,,9,,,0,,,,,,,,,,0,0,0,,0,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,,0,0,,0,0,,91,17,27,,17,21,,9,0,
Petalcingo,Chiapas,lujan-informes,1774,-92.414722,17.224444,1391,1424,2000079,Guanajuato,Nucleo,1774,1774,,Petalcingo,Ciudad Real,Chiapas,Pueblo de indios,Mexico,Petalcingo,None,None,None,7,"La categoria ""Mestizos"" aqui se refiere a ""indios ladinos""",123,,61.5,0,61.5,0,0,,,,,,,,,,123,30,20,,30,30,,5,8,,0,,,,,,,,,,0,0,0,,0,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,,0,0,,0,0,,123,30,20,,30,30,,5,8,
Pechucalco Pueblo Nuevo,Chiapas,lujan-informes,1774,-93.118333,17.508611,1392,1425,2000080,Guanajuato,Nucleo,1774,1774,Zoque,Pichucalco,Tuxtla,Chiapas,Pueblo de indios,Mexico,Pichucalco,None,None,None,7,"La categoria ""Mestizos"" aqui se refiere a ""indios ladinos""",88,,44,0,44,0,0,,,,,,,,,,88,9,25,,9,20,,3,22,,0,,,,,,,,,,0,0,0,,0,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,,0,0,,0,0,,88,9,25,,9,20,,3,22,
Pinola,Chiapas,lujan-informes,1774,-92.370833,16.3625,1393,1426,2000082,Guanajuato,Nucleo,1774,1774,Tzotzil,Pinola,Ciudad Real,Chiapas,Pueblo de indios,Mexico,Pinola,None,Las Rosas,None,7,"La categoria ""Mestizos"" aqui se refiere a ""indios ladinos""",176,,87.5,0.5,88,0,0,,,,,,,,,,175,56,22,,56,18,,5,18,,0,,,,,,,,,,1,0,0,,0,0,,0,1,,0,,,,,,,,,,,,,,,,,,,,1,0,0,,0,0,,0,1,,1,0,0,,0,0,,0,1,,176,56,22,,56,18,,5,19,
Platanos,Chiapas,lujan-informes,1774,-92.742222,17.003611,1394,1427,2000083,Guanajuato,Nucleo,1774,1774,Tzotzil,Platanos,Ciudad Real,Chiapas,Pueblo de indios,Mexico,San Bartolome Platanos,None,None,San Bartolome,7,"La categoria ""Mestizos"" aqui se refiere a ""indios ladinos""",46,,23,0,23,0,0,,,,,,,,,,46,16,4,,16,3,,1,6,,0,,,,,,,,,,0,0,0,,0,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,,0,0,,0,0,,46,16,4,,16,3,,1,6,
Quechula,Chiapas,lujan-informes,1774,-93.404722,17.060833,1395,1428,2000084,Guanajuato,Nucleo,1774,1774,Zoque,Quechula,Tuxtla,Chiapas,Pueblo de indios,Mexico,Santo Domingo Quechula,None,None,Santo Domingo,6,"La categoria ""Mestizos"" aqui se refiere a ""indios ladinos""",762,,381,0,381,0,0,,,,,,,,,,762,107,191,,107,228,,34,95,,0,,,,,,,,,,0,0,0,,0,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,,0,0,,0,0,,762,107,191,,107,228,,34,95,
San Bartolome,Chiapas,lujan-informes,1774,-92.563889,16.338056,1397,1430,2000087,Guanajuato,Nucleo,1774,1774,Tzotzil,San Bartolome De Los Llanos,Ciudad Real,Chiapas,Pueblo de indios,Mexico,San Bartolome De Los Llanos,None,Venustiano Carranza,None,6,"La categoria ""Mestizos"" aqui se refiere a ""indios ladinos""",2132,,1051.5,13.5,1065,2,2,,,,,,,,,,2103,556,168,,556,180,,133,510,,0,,,,,,,,,,27,0,0,,0,0,,6,21,,0,,,,,,,,,,,,,,,,,,,,27,0,0,,0,0,,6,21,,29,0,0,,0,0,,6,21,,2132,556,168,,556,180,,139,531,
San Felipe,Chiapas,lujan-informes,1774,-92.665556,16.722222,1399,1432,2000088,Guanajuato,Nucleo,1774,1774,,San Felipe,Ciudad Real,Chiapas,Pueblo de indios,Mexico,San Felipe,None,None,None,6,"La categoria ""Mestizos"" aqui se refiere a ""indios ladinos""",192,,95.5,0,95.5,1,1,,,,,,,,,,191,50,28,,50,33,,6,24,,0,,,,,,,,,,0,0,0,,0,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,1,0,0,,0,0,,0,0,,192,50,28,,50,33,,6,24,
San Gabriel,Chiapas,lujan-informes,1774,-93.014444,16.843611,1401,1434,2000089,Guanajuato,Nucleo,1774,1774,Tzotzil,San Gabriel,Tuxtla,Chiapas,Pueblo de indios,Mexico,San Gabriel,None,El Palmar,None,7,"La categoria ""Mestizos"" aqui se refiere a ""indios ladinos""",59,,29.5,0,29.5,0,0,,,,,,,,,,59,15,15,,15,,,2,12,,0,,,,,,,,,,0,0,0,,0,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,,0,0,,0,0,,59,15,15,,15,0,,2,12,
San Lucas,Chiapas,lujan-informes,1774,-92.718056,16.611667,1402,1435,2000090,Guanajuato,Nucleo,1774,1774,Tzotzil,San Lucas,Ciudad Real,Chiapas,Pueblo de indios,Mexico,San Lucas,None,None,None,7,"La categoria ""Mestizos"" aqui se refiere a ""indios ladinos""",93,,46,0,46,0,0,,,,,,,,,,93,22,7,,23,8,,9,24,,0,,,,,,,,,,0,0,0,,0,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,,0,0,,0,0,,93,22,7,,23,8,,9,24,
San Martin,Chiapas,lujan-informes,1774,-92.215278,16.821389,1403,1436,2000091,Guanajuato,Nucleo,1774,1774,,San Martin,Ciudad Real,Chiapas,Pueblo de indios,Mexico,San Martin,None,Abasolo,None,7,"La categoria ""Mestizos"" aqui se refiere a ""indios ladinos""",42,,15,6.5,21.5,0,0,,,,,,,,,,30,10,0,,10,0,,10,,,0,,,,,,,,,,12,6,1,,5,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,12,6,1,,5,0,,0,0,,12,6,1,,5,0,,0,0,,42,16,1,,15,0,,10,0,
Santa Catarina,Chiapas,lujan-informes,1774,-92.669722,17.186389,1404,1437,2000092,Guanajuato,Nucleo,1774,1774,Tzotzil,Santa Catarina,Ciudad Real,Chiapas,Pueblo de indios,Mexico,Santa Catarina Huitiupan,Gueitiupan|,None,None,7,"La categoria ""Mestizos"" aqui se refiere a ""indios ladinos""",32,,16,0,16,0,0,,,,,,,,,,32,8,2,,8,5,,7,2,,0,,,,,,,,,,0,0,0,,0,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,,0,0,,0,0,,32,8,2,,8,5,,7,2,
Santa Marta Solotepeque,Chiapas,lujan-informes,1774,-92.677778,16.931111,1405,1438,2000093,Guanajuato,Nucleo,1774,1774,Tzotzil,Santa Marta,Ciudad Real,Chiapas,Pueblo de indios,Mexico,Santa Marta,None,None,None,7,"La categoria ""Mestizos"" aqui se refiere a ""indios ladinos""",117,,58.5,0,58.5,0,0,,,,,,,,,,117,28,30,,28,24,,4,3,,0,,,,,,,,,,0,0,0,,0,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,,0,0,,0,0,,117,28,30,,28,24,,4,3,
Santiago Guistan,Chiapas,lujan-informes,1774,-92.714444,16.939722,1406,1439,2000094,Guanajuato,Nucleo,1774,1774,Tzotzil,Santiago,Ciudad Real,Chiapas,Pueblo de indios,Mexico,Santiago,None,El Pinar,None,7,"La categoria ""Mestizos"" aqui se refiere a ""indios ladinos""",157,,78.5,0,78.5,0,0,,,,,,,,,,157,18,32,,18,43,,6,40,,0,,,,,,,,,,0,0,0,,0,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,,0,0,,0,0,,157,18,32,,18,43,,6,40,
Sayula,Chiapas,lujan-informes,1774,-93.454444,17.368611,1407,1440,2000095,Guanajuato,Nucleo,1774,1774,Zoque,Sayula,Tuxtla,Chiapas,Pueblo de indios,Mexico,Sayula,None,None,None,7,"La categoria ""Mestizos"" aqui se refiere a ""indios ladinos""",138,,69.5,0,69.5,0,0,,,,,,,,,,138,26,32,,25,39,,4,12,,0,,,,,,,,,,0,0,0,,0,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,,0,0,,0,0,,138,26,32,,25,39,,4,12,
Zibaca,Chiapas,lujan-informes,1774,-92.138889,16.928056,1408,1441,2000096,Guanajuato,Nucleo,1774,1774,,Sibaca,Ciudad Real,Chiapas,Pueblo de indios,Mexico,Sibaca,None,None,None,7,"La categoria ""Mestizos"" aqui se refiere a ""indios ladinos""",69,,34.5,0,34.5,0,0,,,,,,,,,,69,15,14,,15,18,,3,4,,0,,,,,,,,,,0,0,0,,0,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,,0,0,,0,0,,69,15,14,,15,18,,3,4,
Zitala,Chiapas,lujan-informes,1774,-92.307778,17.024167,1409,1442,2000097,Guanajuato,Nucleo,1774,1774,,Sitala,Ciudad Real,Chiapas,Pueblo de indios,Mexico,Sitala,None,None,None,7,"La categoria ""Mestizos"" aqui se refiere a ""indios ladinos""",390,,195,0,195,0,0,,,,,,,,,,390,100,40,,100,60,,40,50,,0,,,,,,,,,,0,0,0,,0,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,,0,0,,0,0,,390,100,40,,100,60,,40,50,
Socoltenango,Chiapas,lujan-informes,1774,-92.350556,16.243056,1410,1443,2000098,Guanajuato,Nucleo,1774,1774,,Socoltenango,Ciudad Real,Chiapas,Pueblo de indios,Mexico,Santa Cruz Socoltenango,None,None,Santa Cruz,6,"La categoria ""Mestizos"" aqui se refiere a ""indios ladinos""",160,,64.5,15.5,80,0,0,,,,,,,,,,129,20,29,,20,30,,10,20,,0,,,,,,,,,,31,0,0,,0,0,,20,11,,0,,,,,,,,,,,,,,,,,,,,31,0,0,,0,0,,20,11,,31,0,0,,0,0,,20,11,,160,20,29,,20,30,,30,31,
San Dionisio Pueblo Nuevo,Chiapas,lujan-informes,1774,-92.899167,17.159167,1412,1445,2000099,Guanajuato,Nucleo,1774,1774,Zoque,Solistahuacan,Tuxtla,Chiapas,Pueblo de indios,Mexico,San Dionisio Solistahuacan,San Dionisio Pueblo Nuevo,None,San Dionisio,7,"La categoria ""Mestizos"" aqui se refiere a ""indios ladinos""",182,,91,0,91,0,0,,,,,,,,,,182,24,52,,24,41,,8,33,,0,,,,,,,,,,0,0,0,,0,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,,0,0,,0,0,,182,24,52,,24,41,,8,33,
Sulusuchiapa,Chiapas,lujan-informes,1774,-93.029444,17.428333,1413,1446,2000100,Guanajuato,Nucleo,1774,1774,Zoque,Solosuchiapa,Tuxtla,Chiapas,Pueblo de indios,Mexico,Solosuchiapa,None,None,None,7,"La categoria ""Mestizos"" aqui se refiere a ""indios ladinos""",36,,18.5,0,18.5,0,0,,,,,,,,,,36,10,9,,9,5,,1,2,,0,,,,,,,,,,0,0,0,,0,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,,0,0,,0,0,,36,10,9,,9,5,,1,2,
Soyalo,Chiapas,lujan-informes,1774,-92.924722,16.890278,1414,1447,2000101,Guanajuato,Nucleo,1774,1774,Tzotzil,Soyalo,Tuxtla,Chiapas,Pueblo de indios,Mexico,Soyalo,None,None,None,7,"La categoria ""Mestizos"" aqui se refiere a ""indios ladinos""",57,,28.5,0,28.5,0,0,,,,,,,,,,57,12,11,,12,14,,2,6,,0,,,,,,,,,,0,0,0,,0,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,,0,0,,0,0,,57,12,11,,12,14,,2,6,
Zoyatitan,Chiapas,lujan-informes,1774,-92.425278,16.294167,1415,1448,2000102,Guanajuato,Nucleo,1774,1774,,Soyatitan,Ciudad Real,Chiapas,Pueblo de indios,Mexico,Asuncion Soyatitan,None,None,Asuncion,6,"La categoria ""Mestizos"" aqui se refiere a ""indios ladinos""",187,,93.5,0,93.5,0,0,,,,,,,,,,187,39,52,,39,30,,3,24,,0,,,,,,,,,,0,0,0,,0,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,,0,0,,0,0,,187,39,52,,39,30,,3,24,
Suchiapa,Chiapas,lujan-informes,1774,-93.091667,16.629444,1417,1450,2000103,Guanajuato,Nucleo,1774,1774,Chiapaneca,Suchiapa,Tuxtla,Chiapas,Pueblo de indios,Mexico,Suchiapa,None,None,None,7,"La categoria ""Mestizos"" aqui se refiere a ""indios ladinos""",210,,102,3,105,0,0,,,,,,,,,,204,33,40,,33,50,,8,40,,0,,,,,,,,,,6,0,0,,0,0,,1,5,,0,,,,,,,,,,,,,,,,,,,,6,0,0,,0,0,,1,5,,6,0,0,,0,0,,1,5,,210,33,40,,33,50,,9,45,
Sunuapa,Chiapas,lujan-informes,1774,-93.243056,17.488889,1418,1451,2000104,Guanajuato,Nucleo,1774,1774,Zoque,Sunuapa,Tuxtla,Chiapas,Pueblo de indios,Mexico,Sunuapa,None,None,None,7,"La categoria ""Mestizos"" aqui se refiere a ""indios ladinos""",44,,21,0.5,21.5,0,0,,,,,,,,,,43,8,13,,9,11,,2,0,,0,,,,,,,,,,1,0,0,,0,0,,1,0,,0,,,,,,,,,,,,,,,,,,,,1,0,0,,0,0,,1,0,,1,0,0,,0,0,,1,0,,44,8,13,,9,11,,3,0,
Tapalapa,Chiapas,lujan-informes,1774,-93.105,17.19,1419,1452,2000105,Guanajuato,Nucleo,1774,1774,Zoque,Tapalapa,Tuxtla,Chiapas,Pueblo de indios,Mexico,San Agustin Tapalapa,None,None,San Agustin,6,"La categoria ""Mestizos"" aqui se refiere a ""indios ladinos""",104,,52,0,52,1,1,,,,,,,,,,103,23,14,,22,21,,,23,,0,,,,,,,,,,0,0,0,,0,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,1,0,0,,0,0,,0,0,,104,23,14,,22,21,,0,23,
Tapilula,Chiapas,lujan-informes,1774,-93.016667,17.248611,1421,1454,2000106,Guanajuato,Nucleo,1774,1774,Zoque,Tapilula,Tuxtla,Chiapas,Pueblo de indios,Mexico,San Bernardo Tapilula,None,None,San Bernardo,6,"La categoria ""Mestizos"" aqui se refiere a ""indios ladinos""",135,,67,0,67,1,1,,,,,,,,,,134,29,25,,29,22,,8,21,,0,,,,,,,,,,0,0,0,,0,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,1,0,0,,0,0,,0,0,,135,29,25,,29,22,,8,21,
Tecpatlan,Chiapas,lujan-informes,1774,-93.311111,17.136111,1423,1456,2000107,Guanajuato,Nucleo,1774,1774,Zoque,Tecpatan,Tuxtla,Chiapas,Pueblo de indios,Mexico,Santo Domingo Tecpatan,None,None,Santo Domingo,6,"La categoria ""Mestizos"" aqui se refiere a ""indios ladinos""",1360,,568,0,568,3,3,,,,,,,,,,1137,201,250,,202,250,,26,208,,0,,,,,,,,,,220,0,0,,0,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,220,0,0,,0,0,,0,0,,223,0,0,,0,0,,0,0,,1360,201,250,,202,250,,26,208,
Tenango,Chiapas,lujan-informes,1774,-92.261389,16.904722,1425,1458,2000108,Guanajuato,Nucleo,1774,1774,,Tenango,Ciudad Real,Chiapas,Pueblo de indios,Mexico,Tenango,None,None,None,7,"La categoria ""Mestizos"" aqui se refiere a ""indios ladinos""",65,,32.5,0,32.5,0,0,,,,,,,,,,65,20,8,,20,12,,1,4,,0,,,,,,,,,,0,0,0,,0,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,,0,0,,0,0,,65,20,8,,20,12,,1,4,
San Ildefonso Tenejapa,Chiapas,lujan-informes,1774,-92.507222,16.817222,1426,1459,2000109,Guanajuato,Nucleo,1774,1774,,Tenejapa,Ciudad Real,Chiapas,Pueblo de indios,Mexico,San Alonso Tenejapa,None,None,San Alonso,7,"La categoria ""Mestizos"" aqui se refiere a ""indios ladinos""",492,,245,1,246,0,0,,,,,,,,,,490,200,7,,200,10,,70,3,,0,,,,,,,,,,2,1,0,,1,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,2,1,0,,1,0,,0,0,,2,1,0,,1,0,,0,0,,492,201,7,,201,10,,70,3,
Teopisca,Chiapas,lujan-informes,1774,-92.473611,16.539444,1427,1460,2000110,Guanajuato,Nucleo,1774,1774,,Teopisca,Ciudad Real,Chiapas,Pueblo de indios,Mexico,San Agustin Teopisca,None,None,San Agustin,6,"La categoria ""Mestizos"" aqui se refiere a ""indios ladinos""",157,,71,0,71,1,1,,,,,,,,,,141,42,13,,41,7,,11,27,,0,,,,,,,,,,15,0,0,,0,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,15,0,0,,0,0,,0,0,,16,0,0,,0,0,,0,0,,157,42,13,,41,7,,11,27,
Totolapam,Chiapas,lujan-informes,1774,-92.681111,16.544444,1430,1463,2000113,Guanajuato,Nucleo,1774,1774,Tzotzil,Totolapa,Ciudad Real,Chiapas,Pueblo de indios,Mexico,San Dionisio Totolapa,None,None,San Dionisio,6,"La categoria ""Mestizos"" aqui se refiere a ""indios ladinos""",134,,66.5,0,66.5,1,1,,,,,,,,,,133,30,20,,30,12,,20,21,,0,,,,,,,,,,0,0,0,,0,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,1,0,0,,0,0,,0,0,,134,30,20,,30,12,,20,21,
Tumbala,Chiapas,lujan-informes,1774,-92.316667,17.277778,1432,1465,2000114,Guanajuato,Nucleo,1774,1774,Zendal,Tumbala,Ciudad Real,Chiapas,Pueblo de indios,Mexico,San Miguel Tumbala,None,None,San Miguel,6,"La categoria ""Mestizos"" aqui se refiere a ""indios ladinos""",692,,345,0,345,2,2,,,,,,,,,,690,200,80,,200,100,,50,60,,0,,,,,,,,,,0,0,0,,0,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,2,0,0,,0,0,,0,0,,692,200,80,,200,100,,50,60,
Yaxalum,Chiapas,lujan-informes,1774,-92.330278,17.170556,1433,1466,2000117,Guanajuato,Nucleo,1774,1774,,Yajalon,Ciudad Real,Chiapas,Pueblo de indios,Mexico,Santiago Yajalon,Yaxalum,None,Santiago,6,"La categoria ""Mestizos"" aqui se refiere a ""indios ladinos""",431,,215,0,215,1,1,,,,,,,,,,430,100,40,,100,80,,50,60,,0,,,,,,,,,,0,0,0,,0,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,1,0,0,,0,0,,0,0,,431,100,40,,100,80,,50,60,
Sinacantan,Chiapas,lujan-informes,1774,-92.722222,16.759722,1435,1468,2000118,Guanajuato,Nucleo,1774,1774,,Zinacantan,Ciudad Real,Chiapas,Pueblo de indios,Mexico,Santo Domingo Zinacantan,Sinacantan|,None,Santo Domingo,6,"La categoria ""Mestizos"" aqui se refiere a ""indios ladinos""",624,,311.5,0,311.5,1,1,,,,,,,,,,623,134,115,,134,150,,30,60,,0,,,,,,,,,,0,0,0,,0,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,1,0,0,,0,0,,0,0,,624,134,115,,134,150,,30,60,
Sapaluta,Chiapas,lujan-informes,1774,-92.051667,16.117778,1437,1470,2000119,Guanajuato,Nucleo,1774,1774,Zendal,Zapaluta,Ciudad Real,Chiapas,Pueblo de indios,Mexico,Trinidad Zapaluta,None,La Trinitaria,Trinidad,7,"La categoria ""Mestizos"" aqui se refiere a ""indios ladinos""",333,,166.5,0,166.5,0,0,,,,,,,,,,333,56,98,,56,102,,8,13,,0,,,,,,,,,,0,0,0,,0,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,,0,0,,0,0,,333,56,98,,56,102,,8,13,
H.  San Pedro Pedernal,Chiapas,lujan-informes,1774,-92.32209963,16.66186867,6720,6892,9900993,Guanajuato,Nucleo,1774,1774,,San Pedro Pedernal,Ciudad Real,Chiapas,Hacienda,Mexico,San Pedro Pedernal,None,None,None,8,"La categoria ""Mestizos"" aqui se refiere a ""indios ladinos""",8,,0,0,0,0,0,,,,,,,,,,0,0,,,0,,,,,,0,,,,,,,,,,8,0,0,,0,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,8,0,0,,0,0,,0,0,,8,0,0,,0,0,,0,0,,8,0,0,,0,0,,0,0,
H. San Gregorio,Chiapas,lujan-informes,1774,-92.38047972,16.69040658,6721,6893,9900994,Guanajuato,Nucleo,1774,1774,,San Gregorio,Ciudad Real,Chiapas,Hacienda,Mexico,San Gregorio,None,None,None,8,"La categoria ""Mestizos"" aqui se refiere a ""indios ladinos""",8,,0,0,0,0,0,,,,,,,,,,0,0,,,0,,,,,,0,,,,,,,,,,8,0,0,,0,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,8,0,0,,0,0,,0,0,,8,0,0,,0,0,,0,0,,8,0,0,,0,0,,0,0,
Yayaguita,Chiapas,lujan-informes,1774,-92.30733126,15.6811441,6722,6894,9900995,Guanajuato,Nucleo,1774,1774,,Yayaguita,Ciudad Real,Chiapas,Pueblo de indios,Mexico,Yayaguita,None,None,None,7,"La categoria ""Mestizos"" aqui se refiere a ""indios ladinos""",33,,16.5,0,16.5,0,0,,,,,,,,,,33,6,7,,6,8,,1,5,,0,,,,,,,,,,0,0,0,,0,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,,0,0,,0,0,,33,6,7,,6,8,,1,5,
Comalapa,Chiapas,lujan-informes,1774,-92.14333225,15.6595441,6723,6895,9900996,Guanajuato,Nucleo,1774,1774,,Comalapa,Ciudad Real,Chiapas,Pueblo de indios,Mexico,Comalapa,None,None,None,7,"La categoria ""Mestizos"" aqui se refiere a ""indios ladinos""",6,,3.5,0,3.5,0,0,,,,,,,,,,6,2,1,,1,2,,,,,0,,,,,,,,,,0,0,0,,0,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,,0,0,,0,0,,6,2,1,,1,2,,0,0,
Haciendas Los Custepeques,Chiapas,lujan-informes,1774,-93.09789005,16.05715549,6724,6896,9900997,Guanajuato,Nucleo,1774,1774,,Los Custepeques,Ciudad Real,Chiapas,Hacienda,Mexico,Los Custepeques,None,None,None,8,"La categoria ""Mestizos"" aqui se refiere a ""indios ladinos""",82,,0,40,40,2,2,,,,,,,,,,0,0,,,0,,,,,,0,,,,,,,,,,80,0,0,,0,0,,30,50,,0,,,,,,,,,,,,,,,,,,,,80,0,0,,0,0,,30,50,,82,0,0,,0,0,,30,50,,82,0,0,,0,0,,30,50,
H. San Nicolas,Chiapas,lujan-informes,1774,-92.9239382,16.77184471,6725,6897,9900998,Guanajuato,Nucleo,1774,1774,Tzotzil,San Nicolas,Tuxtla,Chiapas,Hacienda,Mexico,San Nicolas,None,None,None,8,"La categoria ""Mestizos"" aqui se refiere a ""indios ladinos""",4,,2,0,2,0,0,,,,,,,,,,4,0,4,,0,,,,,,0,,,,,,,,,,0,0,0,,0,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,,0,0,,0,0,,4,0,4,,0,0,,0,0,
H. San Pedro Martir Bochil,Chiapas,lujan-informes,1774,-92.88928895,16.99470077,6726,6898,9900999,Guanajuato,Nucleo,1774,1774,Zoque,Bochil,Tuxtla,Chiapas,Hacienda,Mexico,Bochil,None,None,None,8,"La categoria ""Mestizos"" aqui se refiere a ""indios ladinos""",49,,0,0,0,0,29,,,,,,,,,,0,0,,,0,,,,,,0,,,,,,,,,,20,0,0,,0,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,20,0,0,,0,0,,0,0,,49,0,0,,0,0,,0,0,,49,0,0,,0,0,,0,0,
H. Bombana,Chiapas,lujan-informes,1774,-93.01555631,16.9435986,6727,6900,9901001,Guanajuato,Nucleo,1774,1774,Zoque,Bombana,Tuxtla,Chiapas,Hacienda,Mexico,Bombana,None,None,None,8,"La categoria ""Mestizos"" aqui se refiere a ""indios ladinos""",44,,22,0,22,0,0,,,,,,,,,,44,6,11,,6,20,,,1,,0,,,,,,,,,,0,0,0,,0,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,,0,0,,0,0,,44,6,11,,6,20,,0,1,
